Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Tariff Plan,Status,Age,Customer Value,FN,FP,Churn
0,0,36,0,,0,0,0,1,2,19,0,0,60,1
0,0,36,0,1423,22,0,6,1,2,21,57.8,52.02,60,0
1,0,33,1,6540,94,12,22,1,2,25,195.85,176.265,69.585,0
0,0,36,0,383,4,7,4,1,2,27,27.175,24.4575,60,1
0,0,36,1,93,1,2,2,1,2,28,4.41,3.969,60,0
23,0,31,3,15830,235,0,80,1,2,23,722.925,650.6325,122.2925,0
4,0,34,3,6720,113,269,33,2,2,29,1517.985,1366.1865,201.7985,0
0,0,36,0,3473,79,0,28,1,2,29,159.84,143.856,65.984,0
1,0,35,0,1420,41,36,20,1,2,18,202.44,182.196,70.244,0
4,0,36,0,2535,50,173,23,1,2,22,894.825,805.3425,139.4825,0
2,1,27,1,1070,33,191,11,2,2,29,909.135,818.2215,140.9135,0
2,0,26,0,1323,36,28,68,1,2,26,103.975,93.5775,60.3975,0
9,0,27,0,455,22,8,7,1,2,29,57.465,51.7185,60,0
0,0,26,0,580,7,19,3,1,2,16,62.175,55.9575,60,0
8,0,25,0,980,29,17,13,1,2,29,121.905,109.7145,62.1905,0
0,0,25,0,2980,58,6,23,1,2,28,145.52,130.968,64.552,0
0,0,18,0,1450,23,26,14,1,2,22,183.285,164.9565,68.3285,0
14,1,17,1,6148,138,83,42,2,2,28,802.23,722.007,130.223,0
10,0,15,0,8688,168,71,40,1,2,29,398.9,359.01,89.89,0
6,0,16,3,2608,42,29,19,1,2,21,222,199.8,72.2,0
0,0,9,1,4145,37,213,10,1,2,16,1019.28,917.352,151.928,0
1,1,9,1,1243,16,0,7,1,2,16,50.36,45.324,60,1
0,0,34,0,4005,62,0,13,1,2,27,183.015,164.7135,68.3015,0
0,0,35,0,,0,0,0,1,2,28,0,0,60,0
2,0,33,0,2088,51,347,20,1,2,23,1657.755,1491.9795,215.7755,0
2,0,34,0,3833,57,0,31,1,2,25,175.05,157.545,67.505,0
0,0,34,0,2028,49,0,29,1,2,27,114.235,102.8115,61.4235,0
3,0,34,0,3410,73,20,24,1,2,18,246.735,222.0615,74.6735,0
0,0,34,0,1995,30,273,14,1,2,24,1173,1055.7,167.3,0
5,0,33,0,8750,112,132,39,1,2,16,882.48,794.232,138.248,0
0,0,34,0,13408,160,0,40,1,2,20,542.72,488.448,104.272,0
0,0,34,0,4150,74,0,21,1,2,22,168.96,152.064,66.896,0
0,0,34,0,5553,86,0,8,1,1,36,253.755,228.3795,75.3755,0
1,0,34,0,1873,45,0,13,1,2,42,76.72,69.048,60,0
17,0,34,1,14775,216,42,28,1,1,32,863.595,777.2355,136.3595,0
0,0,34,0,2730,18,471,4,1,1,44,1993.92,1794.528,249.392,0
1,0,33,0,15120,173,138,26,1,1,44,1309.185,1178.2665,180.9185,0
0,0,33,0,6135,77,174,22,1,1,37,944.48,850.032,144.448,0
0,0,33,0,510,5,0,7,1,2,41,23.175,20.8575,60,0
0,0,34,0,345,5,1,4,1,2,34,20.25,18.225,60,0
0,0,33,0,0,0,0,0,1,2,32,0,0,60,1
0,0,33,0,7143,118,372,39,1,1,42,2000.745,1800.6705,250.0745,0
0,0,33,0,11100,145,0,43,1,1,38,449.8,404.82,94.98,0
0,0,33,0,6353,66,96,33,1,1,40,720.855,648.7695,122.0855,0
15,0,29,0,590,38,4,13,1,2,32,46.26,41.634,60,1
13,0,32,6,10070,84,0,38,1,1,42,253.85,228.465,75.385,0
5,1,32,0,5453,89,14,20,1,1,34,312.39,281.151,81.239,1
0,0,30,0,2475,13,0,10,1,1,43,99.52,89.568,60,0
1,1,31,0,2625,32,0,12,1,2,31,119.565,107.6085,61.9565,1
1,0,32,0,1903,35,22,27,1,2,34,165.52,148.968,66.552,1
0,1,32,0,0,0,0,0,1,2,32,0,0,60,1
0,0,32,0,1303,16,0,2,1,1,44,52.76,47.484,60,0
0,0,29,0,6420,88,2,18,1,1,38,167.7,150.93,66.77,0
0,0,32,0,263,1,0,1,1,2,38,10.56,9.504,60,1
0,0,32,0,0,0,0,0,1,1,35,0,0,60,0
17,0,27,1,15710,229,0,76,1,1,38,717.255,645.5295,121.7255,0
0,0,30,1,6600,107,259,29,2,1,38,1467.315,1320.5835,196.7315,0
0,0,32,0,3353,73,0,24,1,1,42,154.17,138.753,65.417,0
0,0,31,0,1300,35,26,16,1,2,35,157.4,141.66,65.74,0
0,0,32,0,2415,44,163,19,1,1,39,844.155,759.7395,134.4155,0
0,0,23,0,950,27,181,7,2,1,30,858.465,772.6185,135.8465,0
0,0,22,0,1203,30,18,64,1,1,37,75.825,68.2425,60,0
3,0,23,0,335,16,0,3,1,2,42,15.795,14.2155,60,0
0,0,22,0,0,0,9,0,1,2,38,22.5,20.25,60,0
2,0,21,0,860,23,7,9,1,1,41,71.235,64.1115,60,0
0,0,21,0,2860,52,0,19,1,1,42,116.48,104.832,61.648,0
0,0,14,0,1330,17,16,10,1,1,33,132.615,119.3535,63.2615,0
8,0,13,0,6028,132,73,38,2,1,35,740.3,666.27,124.03,0
4,0,11,0,8568,162,61,36,1,1,44,370.75,333.675,87.075,0
0,0,12,1,2488,36,19,15,1,1,39,176.96,159.264,67.696,0
0,0,5,0,4025,31,203,6,1,1,35,974.24,876.816,147.424,0
0,1,5,0,1123,10,0,3,1,2,34,50.985,45.8865,60,1
4,0,40,0,4145,67,8,19,1,1,41,225.54,202.986,72.554,0
O,0,41,0,93,1,10,6,1,2,37,49.23,44.307,60,0
6,0,39,0,2228,56,362,26,1,1,32,1731.78,1558.602,223.178,0
6,0,40,0,3973,62,4,37,1,1,44,199.575,179.6175,69.9575,0
O,0,40,0,2168,54,5,35,1,1,37,149.71,134.739,64.971,0
7,0,40,1,3550,78,35,30,1,1,37,285.12,256.608,78.512,0
O,0,40,0,2135,35,288,20,1,1,44,1238.8,1114.92,173.88,0
9,0,39,2,8890,117,147,45,1,1,40,948.28,853.452,144.828,0
3,0,40,0,13548,165,3,46,1,1,34,560.52,504.468,106.052,0
3,0,40,1,4290,79,5,27,1,1,42,194.76,175.284,69.476,0
2,0,40,0,5693,91,10,14,1,1,43,305.28,274.752,80.528,0
5,0,40,0,2013,50,11,19,1,2,40,126.52,113.868,62.652,0
21,0,40,3,14915,221,57,34,1,1,35,833.44,750.096,133.344,0
O,0,40,1,2870,23,486,10,1,1,34,2059.72,1853.748,255.972,0
5,0,39,0,15260,178,153,32,1,1,41,1383.21,1244.889,188.321,0
O,0,39,1,6275,82,189,28,1,1,41,1010.28,909.252,151.028,0
0,0,39,0,650,10,3,13,1,2,34,43.2,38.88,60,0
0,0,40,0,485,10,16,10,1,2,32,94.275,84.8475,60,0
0,0,39,0,0,,3,0,1,2,30,13.5,12.15,60,1
0,0,39,0,7283,123,387,45,1,1,39,2074.77,1867.293,257.477,0
3,0,39,1,11240,150,14,49,1,1,42,511.6,460.44,101.16,0
4,0,39,1,6493,71,111,39,1,1,41,794.88,715.392,129.488,0
19,0,35,0,730,43,19,19,1,2,33,120.285,108.2565,62.0285,1
17,0,38,8,10210,89,4,44,2,1,43,267.475,240.7275,76.7475,0
9,0,38,1,5593,94,29,26,1,1,43,386.415,347.7735,88.6415,1
0,0,36,0,2615,18,3,16,1,1,43,117.32,105.588,61.732,0
5,1,37,0,2765,37,12,18,1,2,42,180.09,162.081,68.009,1
5,0,38,0,2043,40,37,33,1,2,30,231.32,208.188,73.132,1
0,0,38,0,0,0,3,0,1,2,37,12,10.8,60,1
0,0,38,0,1443,21,3,8,1,1,35,70.56,63.504,60,0
0,0,35,1,6560,93,17,24,1,1,39,208.825,187.9425,70.8825,0
0,18-,38,0,403,3,12,6,1,2,32,40.15,36.135,60,1
0,0,38,1,0,0,7,0,1,1,42,10.5,9.45,60,0
21,0,33,3,15850,234,3,82,1,1,36,737.28,663.552,123.728,0
2,0,36,3,6740,112,274,35,2,1,40,1541.34,1387.206,204.134,0
0,0,38,0,3493,78,5,30,1,1,42,183.195,164.8755,68.3195,0
0,0,37,0,1440,40,41,22,1,2,31,223.2,200.88,72.32,0
2,0,38,0,2555,49,178,25,1,1,37,918.18,826.362,141.818,0
0,0,29,1,1090,32,196,13,2,1,36,932.49,839.241,143.249,0
0,0,28,0,1343,35,33,70,1,1,34,116.95,105.255,61.695,0
7,0,29,0,475,21,13,9,1,2,40,80.82,72.738,60,0
0,0,28,0,600,6,24,5,1,2,37,75.15,67.635,60,0
6,0,27,0,1000,28,22,15,1,1,44,145.26,130.734,64.526,0
0,0,27,0,3000,57,11,25,1,1,35,166.28,149.652,66.628,0
0,0,20,0,1470,22,31,16,1,1,44,206.64,185.976,70.664,0
12,0,19,1,6168,137,88,44,2,1,32,830.775,747.6975,133.0775,0
8,0,17,0,8708,167,76,42,1,1,33,411.875,370.6875,91.1875,0
4,0,18,3,2628,41,34,21,1,1,30,242.76,218.484,74.276,0
0,0,11,1,4165,36,218,12,1,1,39,1040.04,936.036,154.004,0
0,1,11,1,1263,15,3,9,1,1,37,63.12,56.808,60,1
2,0,32,0,3985,63,0,11,1,1,43,182.16,163.944,68.216,0
0,OO,33,0,,0,0,0,1,2,44,0,0,60,0
4,0,31,0,2068,52,342,18,1,1,36,1634.4,1470.96,213.44,0
4,0,32,0,3813,58,0,29,1,1,30,212.905,191.6145,71.2905,0
0,OO,32,0,2008,50,0,27,1,1,34,113.19,101.871,61.319,0
5,0,32,0,3390,74,15,22,1,1,32,223.38,201.042,72.338,0
0,OO,32,0,1975,31,268,12,1,1,41,1152.24,1037.016,165.224,0
7,0,31,0,8730,113,127,37,1,1,35,861.72,775.548,136.172,0
1,0,32,0,13388,161,0,38,1,1,40,541.96,487.764,104.196,0
1,0,32,0,4130,75,0,19,1,1,35,168.2,151.38,66.82,0
0,OO,32,0,5533,87,0,6,1,1,30,252.9,227.61,75.29,0
3,0,32,0,1853,46,0,11,1,2,40,75.96,68.364,60,0
19,0,32,1,14755,217,37,26,1,1,39,746.88,672.192,124.688,0
0,OO,32,0,2710,19,466,2,1,1,41,1973.16,1775.844,247.316,0
3,0,31,0,15100,174,133,24,1,1,33,1285.83,1157.247,178.583,0
0,0,31,0,6115,78,169,20,1,1,37,923.72,831.348,142.372,0
0,0,31,0,490,6,0,5,1,2,32,22.32,20.088,60,0
0,0,32,0,325,6,0,2,1,2,35,14.895,13.4055,60,0
0,0,31,0,0,0,0,0,1,2,43,0,0,60,1
0,0,31,0,7123,119,367,37,1,1,35,1977.39,1779.651,247.739,0
1,0,31,0,11080,146,0,41,1,1,44,449.04,404.136,94.904,0
2,0,31,0,6333,67,91,31,1,1,40,697.5,627.75,119.75,0
17,0,27,0,570,39,0,11,1,2,35,27.405,24.6645,60,1
15,0,30,6,10050,85,0,36,1,1,42,253.375,228.0375,75.3375,0
7,0,30,0,5433,90,9,18,1,1,32,289.035,260.1315,78.9035,1
0,0,28,0,2455,14,0,8,1,1,33,98.76,88.884,60,0
3,1,29,0,2605,33,0,10,1,2,36,118.71,106.839,61.871,1
3,0,30,0,1883,36,17,25,1,2,36,144.76,130.284,64.476,1
0,0,30,0,0,0,0,0,1,2,34,0,0,60,1
0,0,30,0,1283,17,0,5,1,1,39,52,46.8,60,0
0,0,27,0,6400,89,0,16,1,1,33,162.225,146.0025,66.2225,0
0,1,30,0,0,0,0,0,1,2,42,0,0,60,1
0,0,30,0,0,0,0,0,1,1,38,0,0,60,0
19,0,25,1,15690,230,0,74,1,1,37,716.4,644.76,121.64,0
0,OO,28,1,6580,108,254,27,2,1,36,1443.96,1299.564,194.396,0
0,0,30,0,3333,74,0,22,1,1,36,153.315,137.9835,65.3315,0
0,0,29,0,1280,36,21,14,1,2,33,136.64,122.976,63.664,0
0,0,30,0,2395,45,158,17,1,1,39,820.8,738.72,132.08,0
0,0,21,0,930,28,176,5,2,1,43,835.11,751.599,133.511,0
0,0,20,0,1183,31,13,62,1,1,35,62.85,56.565,60,0
5,0,21,0,315,17,0,1,1,2,31,14.94,13.446,60,0
0,0,20,0,,0,4,0,1,2,34,10,9,60,0
4,0,19,0,840,24,2,7,1,1,41,47.88,43.092,60,0
0,0,19,0,2840,53,0,17,1,1,31,115.72,104.148,61.572,0
0,0,12,0,1310,18,11,8,1,1,40,109.26,98.334,60.926,0
10,0,11,0,6008,133,68,36,2,1,37,711.755,640.5795,121.1755,0
6,0,9,0,8548,163,56,34,1,1,39,357.775,321.9975,85.7775,0
2,0,10,1,2468,37,14,13,1,1,30,156.2,140.58,65.62,0
0,0,3,0,4005,32,198,4,1,1,43,953.48,858.132,145.348,0
0,0,3,0,1103,11,0,1,1,1,44,50.13,45.117,60,1
8,0,42,0,4325,75,13,21,1,1,33,228,205.2,72.8,0
0,0,43,0,273,-9,15,8,1,2,36,80.19,72.171,60,0
10,0,41,0,2408,64,367,28,1,1,30,1566.88,1410.192,206.688,0
10,0,42,0,4153,70,9,39,1,1,31,281.765,253.5885,78.1765,0
3,0,42,0,2348,62,10,37,1,1,44,187.55,168.795,68.755,0
11,0,42,1,3730,86,40,32,1,1,34,312.64,281.376,81.264,0
4,0,42,0,2315,43,293,22,1,1,42,1266.32,1139.688,176.632,0
13,0,41,2,9070,125,152,47,1,1,34,975.8,878.22,147.58,0
7,0,42,0,13728,173,8,48,1,1,38,588.04,529.236,108.804,0
7,0,42,1,4470,87,10,29,1,1,37,222.28,200.052,72.228,0
6,0,42,0,5873,99,15,16,1,1,38,298.88,268.992,79.888,0
9,1,42,0,2193,58,16,21,1,2,36,154.04,138.636,65.404,0
25,0,42,3,15095,229,62,36,1,1,32,860.96,774.864,136.096,0
4,0,42,1,3050,31,491,12,1,1,40,2087.24,1878.516,258.724,0
9,0,41,0,15440,186,158,34,1,1,36,1414.17,1272.753,191.417,0
3,0,41,1,6455,90,194,30,1,1,31,1037.8,934.02,153.78,0
0,0,41,0,830,18,8,15,1,2,44,74.16,66.744,60,0
2,0,42,0,665,18,21,12,1,2,31,111.32,100.188,61.132,0
0,0,41,0,0,0,8,0,1,2,34,36,32.4,60,1
3,0,41,0,7463,131,392,47,1,1,32,2105.73,1895.157,260.573,0
7,0,41,1,11420,158,19,51,1,1,38,336.95,303.255,83.695,0
8,0,41,1,6673,79,116,41,1,1,32,825.84,743.256,132.584,0
23,1,37,0,910,51,24,21,1,2,32,151.245,136.1205,65.1245,1
21,1,40,8,10390,97,9,46,2,1,42,170.805,153.7245,67.0805,0
13,0,40,1,5773,102,34,28,1,1,30,417.375,375.6375,91.7375,0
1,0,38,0,2795,26,8,18,1,1,33,144.84,130.356,64.484,0
9,1,39,0,2945,45,17,20,1,2,32,187.6,168.84,68.76,1
9,0,40,0,2223,48,42,35,1,2,38,258.84,232.956,75.884,1
0,0,40,0,88,6,8,6,1,2,41,35.76,32.184,60,1
1,0,40,0,1623,29,8,10,1,1,38,98.08,88.272,60,0
3,0,37,1,6740,101,22,26,1,1,42,135.615,122.0535,63.5615,0
0,1,40,0,583,11,17,8,1,2,35,57.35,51.615,60,1
0,0,40,1,293,8,12,6,1,1,33,22.515,20.2635,60,0
25,0,35,3,16030,242,8,84,1,1,32,768.24,691.416,126.824,0
6,0,38,3,6920,120,279,37,2,1,35,1572.3,1415.07,207.23,0
2,0,40,0,3673,86,10,32,1,1,32,214.155,192.7395,71.4155,0
3,0,39,0,1620,48,46,24,1,2,40,250.72,225.648,75.072,0
6,0,40,0,2735,57,183,27,1,1,40,949.14,854.226,144.914,0
4,0,31,1,1270,40,201,15,2,1,34,963.45,867.105,146.345,0
4,0,30,0,1523,43,38,72,1,1,42,134.15,120.735,63.415,0
11,0,31,0,655,29,18,11,1,2,33,111.78,100.602,61.178,0
0,0,30,0,780,14,29,7,1,2,44,92.35,83.115,60,0
10,0,29,0,1180,36,27,17,1,1,39,176.22,158.598,67.622,0
2,0,29,0,3180,65,16,27,1,1,40,193.8,174.42,69.38,0
2,0,22,0,1650,30,36,18,1,1,34,237.6,213.84,73.76,0
16,0,21,1,6348,145,93,46,2,1,39,710.685,639.6165,121.0685,0
12,0,19,0,8888,175,81,44,1,1,39,429.075,386.1675,92.9075,0
8,0,20,3,2808,49,39,23,1,1,36,270.28,243.252,77.028,0
2,0,13,1,4345,44,223,14,1,1,44,1067.56,960.804,156.756,0
3,0,13,1,1443,23,8,11,1,1,36,90.64,81.576,60,1
0,0,30,0,3805,55,0,9,1,1,44,173.7,156.33,67.37,0
0,0,31,0,,0,0,0,1,2,34,null,0,60,0
0,0,29,0,1888,44,337,16,1,1,39,1603.44,1443.096,210.344,0
0,0,30,0,3633,50,0,27,1,1,37,202.565,182.3085,70.2565,0
0,0,30,0,1828,42,0,25,1,1,35,102.85,92.565,60.285,0
1,0,30,0,3210,66,10,20,1,1,35,192.42,173.178,69.242,0
0,0,30,0,1795,23,263,10,1,1,35,1124.72,1012.248,162.472,0
3,0,29,0,8550,105,122,35,1,1,37,834.2,750.78,133.42,0
0,0,30,0,13208,153,0,36,1,1,30,534.44,480.996,103.444,0
0,0,30,0,3950,67,0,17,1,1,30,160.68,144.612,66.068,0
0,0,30,0,5353,79,0,4,1,1,39,244.44,219.996,74.444,0
0,0,30,0,1673,38,0,9,1,2,39,68.44,61.596,60,0
15,0,30,1,14575,209,32,24,1,1,41,809.28,728.352,130.928,0
0,0,30,0,2530,11,461,7,1,1,38,1945.64,1751.076,244.564,0
0,0,29,0,14920,166,128,22,1,1,40,1254.87,1129.383,175.487,0
0,0,29,0,5935,70,164,18,1,1,38,896.2,806.58,139.62,0
0,0,29,0,0,0,0,0,1,2,36,,0,60,0
0,0,30,0,0,0,0,0,1,2,41,,0,60,0
0,0,29,0,0,,0,0,1,2,33,,0,60,1
0,0,29,0,6943,111,362,35,1,1,33,1946.43,1751.787,244.643,0
0,0,29,0,10900,138,0,39,1,1,41,441.52,397.368,94.152,0
0,0,29,0,6153,59,86,29,1,1,35,666.54,599.886,116.654,0
13,1,25,0,390,31,0,9,1,2,33,18.945,17.0505,60,1
11,0,28,6,9870,77,0,34,2,1,33,248.675,223.8075,74.8675,0
3,0,28,0,5253,82,4,16,1,1,35,258.075,232.2675,75.8075,1
0,0,26,0,2275,6,0,6,1,1,37,91.24,82.116,60,0
0,1,27,0,2425,25,0,8,1,2,42,110.25,99.225,61.025,1
0,1,28,0,1703,28,12,23,1,2,41,117.24,105.516,61.724,1
0,0,28,0,0,0,0,0,1,2,42,,0,60,1
0,0,28,0,0,0,0,0,1,1,42,,0,60,0
0,0,25,0,6220,81,0,14,1,1,30,157.525,141.7725,65.7525,0
0,0,28,0,0,0,0,0,1,2,41,,0,60,1
0,111111111,28,0,0,0,0,0,1,1,40,,0,60,1
15,0,23,1,15510,222,0,72,1,1,38,707.94,637.146,120.794,0
0,0,26,1,6400,100,249,25,2,1,32,1413,1271.7,191.3,0
0,0,28,0,3153,66,0,20,1,1,42,144.855,130.3695,64.4855,0
0,0,27,0,1100,28,16,12,1,2,44,109.12,98.208,60.912,0
0,0,28,0,2215,37,153,15,1,1,41,789.84,710.856,128.984,0
0,0,19,0,750,20,171,3,2,1,40,804.15,723.735,130.415,0
0,0,18,0,1003,23,8,60,1,1,40,45.65,41.085,60,0
0,0,19,0,0,0,0,0,1,2,38,null,0,60,0
0,0,18,0,0,0,0,0,1,2,30,null,0,60,0
0,0,17,0,660,16,0,5,1,1,42,30.42,27.378,60,0
0,0,17,0,2660,45,0,15,1,1,38,108.2,97.38,60.82,0
0,0,10,0,1130,10,6,6,1,1,43,78.3,70.47,60,0
6,0,9,0,5828,125,63,34,2,1,36,673.915,606.5235,117.3915,0
2,0,7,0,8368,155,51,32,1,1,39,340.575,306.5175,84.0575,0
0,0,8,1,2288,29,9,11,1,1,37,128.68,115.812,62.868,0
0,0,3,0,3825,24,193,2,1,1,34,1041.705,937.5345,154.1705,0
0,0,3,0,,0,0,0,1,1,35,null,0,60,1
5,0,39,0,4245,73,9,20,1,1,36,234.81,211.329,73.481,0
0,0,40,0,193,7,11,7,1,2,33,58.5,52.65,60,0
7,0,38,0,2328,62,363,27,1,1,44,1741.05,1566.945,224.105,0
7,0,39,0,4073,68,5,38,1,1,32,255.255,229.7295,75.5255,0
0,0,39,0,2268,60,6,36,1,1,39,161.04,144.936,66.104,0
8,0,39,0,3650,84,36,31,1,1,40,330.03,297.027,83.003,0
1,0,39,0,2235,41,289,21,1,1,30,1247.04,1122.336,174.704,0
10,0,38,1,8990,123,148,46,1,1,41,956.52,860.868,145.652,0
4,0,39,0,13648,171,4,47,1,1,35,568.76,511.884,106.876,0
4,0,39,0,4390,85,6,28,1,1,34,203,182.7,70.3,0
3,0,39,0,5793,97,11,15,1,1,34,314.55,283.095,81.455,0
6,0,39,0,2113,56,12,20,1,2,42,134.76,121.284,63.476,0
22,0,39,2,15015,227,58,35,1,1,42,841.68,757.512,134.168,0
1,0,39,0,2970,29,487,11,1,1,36,2067.96,1861.164,256.796,0
6,0,38,0,15360,184,154,33,1,1,39,1392.48,1253.232,189.248,0
0,0,38,0,6375,88,190,29,1,1,39,1018.52,916.668,151.852,0
0,0,38,0,750,16,4,14,1,2,33,52.47,47.223,60,0
0,0,39,0,585,16,17,11,1,2,44,103.545,93.1905,60.3545,0
0,0,38,0,0,0,4,0,1,2,41,18,16.2,60,1
0,0,38,0,7383,129,388,46,1,1,43,2084.04,1875.636,258.404,0
4,0,38,0,11340,156,15,50,1,1,37,519.84,467.856,101.984,0
5,0,38,0,6593,77,112,40,1,1,33,804.15,723.735,130.415,0
20,1,34,0,830,49,20,20,1,2,34,129.555,116.5995,62.9555,1
18,0,37,7,10310,95,5,45,2,1,41,272.625,245.3625,77.2625,0
10,0,37,0,5693,100,30,27,1,1,30,395.685,356.1165,89.5685,1
0,0,35,0,2715,24,4,17,1,1,37,125.56,113.004,62.556,0
6,1,36,0,2865,43,13,19,1,2,36,189.36,170.424,68.936,1
6,1,37,0,2143,46,38,34,1,2,39,239.56,215.604,73.956,1
0,0,37,0,8,4,4,5,1,2,43,16.48,14.832,60,1
0,0,37,0,1543,27,4,9,1,1,31,78.8,70.92,60,0
0,0,34,0,6660,99,18,25,1,1,31,213.975,192.5775,71.3975,0
0,1,37,0,503,9,13,7,1,2,36,45.3,40.77,60,1
0,0,37,0,213,6,8,5,1,1,38,15.285,13.7565,60,0
22,0,32,2,15950,240,4,83,1,1,40,746.55,671.895,124.655,0
3,0,35,2,6840,118,275,36,2,1,32,1550.61,1395.549,205.061,0
0,0,37,0,3593,84,6,31,1,1,38,192.465,173.2185,69.2465,0
0,0,36,0,1540,46,42,23,1,2,38,231.44,208.296,73.144,0
3,0,37,0,2655,55,179,26,1,1,39,927.45,834.705,142.745,0
1,0,28,0,1190,38,197,14,2,1,33,941.76,847.584,144.176,0
1,0,27,0,1443,41,34,71,1,1,41,122.1,109.89,62.21,0
8,0,28,0,575,27,14,10,1,2,35,90.09,81.081,60,0
0,0,27,0,700,12,25,6,1,2,35,80.3,72.27,60,0
7,0,26,0,1100,34,23,16,1,1,30,154.53,139.077,65.453,0
0,0,26,0,3100,63,12,26,1,1,42,174.52,157.068,67.452,0
0,0,19,0,1570,28,32,17,1,1,40,215.91,194.319,71.591,0
13,0,18,0,6268,143,89,45,2,1,41,842.105,757.8945,134.2105,0
9,0,16,0,8808,173,77,43,1,1,38,417.025,375.3225,91.7025,0
5,0,17,2,2728,47,35,22,1,1,31,251,225.9,75.1,0
0,0,10,0,4265,42,219,13,1,1,40,1048.28,943.452,154.828,0
0,1,10,0,1363,21,4,10,1,1,44,80.28,72.252,60,1
1,0,33,0,3885,57,0,10,1,1,31,177.39,159.651,67.739,0
0,0,34,0,0,0,0,0,1,2,38,,0,60,0
3,0,32,0,1968,46,341,17,1,1,40,1625.13,1462.617,212.513,0
3,0,33,0,3713,52,0,28,1,1,44,207.075,186.3675,70.7075,0
0,0,33,0,1908,44,0,26,1,1,32,107.36,96.624,60.736,0
4,0,33,0,3290,68,14,21,1,1,39,214.11,192.699,71.411,0
0,0,33,0,1875,25,267,11,1,1,30,1144,1029.6,164.4,0
6,0,32,1,8630,107,126,36,1,1,42,853.48,768.132,135.348,0
0,0,33,0,13288,155,0,37,1,1,34,537.72,483.948,103.772,0
0,0,33,0,4030,69,0,18,1,1,31,163.96,147.564,66.396,0
0,0,33,0,5433,81,0,5,1,1,31,248.13,223.317,74.813,0
2,0,33,0,1753,40,0,10,1,2,44,71.72,64.548,60,0
18,0,33,2,14655,211,36,25,1,1,30,738.64,664.776,123.864,0
0,0,33,0,2610,13,465,1,1,1,36,1964.92,1768.428,246.492,0
2,0,32,0,15000,168,132,23,1,1,42,1276.56,1148.904,177.656,0
0,0,32,0,6015,72,168,19,1,1,39,915.48,823.932,141.548,0
0,0,32,0,0,0,0,0,1,2,30,,0,60,0
0,0,33,0,0,,0,0,1,2,40,,0,60,0
0,0,32,0,0,0,0,0,1,2,44,,0,60,1
0,0,32,0,7023,113,366,36,1,1,40,1968.12,1771.308,246.812,0
0,0,32,0,10980,140,0,40,1,1,32,444.8,400.32,94.48,0
1,0,32,0,6233,61,90,30,1,1,44,688.23,619.407,118.823,0
16,0,28,0,470,33,0,10,1,2,36,22.635,20.3715,60,1
14,0,31,7,9950,79,0,35,1,1,44,250.725,225.6525,75.0725,0
6,1,31,0,5333,84,8,17,1,1,33,279.765,251.7885,77.9765,1
0,0,29,0,2355,8,0,7,1,1,32,94.52,85.068,60,0
2,1,30,0,2505,27,0,9,1,2,38,113.94,102.546,61.394,1
2,0,31,0,1783,30,16,24,1,2,31,136.52,122.868,63.652,1
0,0,31,0,0,0,0,0,1,2,39,,0,60,1
0,0,31,0,0,0,0,0,1,1,31,,0,60,0
0,0,28,0,6300,83,0,15,1,1,44,159.575,143.6175,65.9575,0
0,0,31,0,0,0,0,0,1,2,35,,0,60,1
0,0,31,0,,0,0,0,1,1,38,,0,60,0
18,0,26,2,15590,224,0,73,1,1,44,711.63,640.467,121.163,0
0,0,29,2,6480,102,253,26,2,1,37,1434.69,1291.221,193.469,0
0,0,31,0,3233,68,0,21,1,1,37,148.545,133.6905,64.8545,0
0,0,30,0,1180,30,20,13,1,2,33,128.4,115.56,62.84,0
0,0,31,0,2295,39,157,16,1,1,33,811.53,730.377,131.153,0
0,0,22,0,830,22,175,4,2,1,35,825.84,743.256,132.584,0
0,0,21,0,1083,25,12,61,1,1,32,57.7,51.93,60,0
4,0,22,0,215,11,0,3,1,2,42,10.17,9.153,60,0
0,0,21,0,0,0,3,0,1,2,37,7.5,6.75,60,0
3,0,20,0,740,18,1,6,1,1,44,38.61,34.749,60,0
0,0,20,0,2740,47,0,16,1,1,34,111.48,100.332,61.148,0
0,0,13,0,1210,12,10,7,1,1,43,99.99,89.991,60,0
9,0,12,0,5908,127,67,35,2,1,35,700.425,630.3825,120.0425,0
5,0,10,0,8448,157,55,33,1,1,36,352.625,317.3625,85.2625,0
1,0,11,2,2368,31,13,12,1,1,35,147.96,133.164,64.796,0
0,0,4,0,3905,26,197,3,1,1,34,945.24,850.716,144.524,0
0,0,4,0,1003,5,0,4,1,1,42,45.36,40.824,60,1
7,0,36,1,4665,75,19,30,1,1,36,298.8,268.92,79.88,0
0,0,37,0,613,9,21,17,1,2,30,122.49,110.241,62.249,0
9,0,35,1,2748,64,373,37,1,1,40,1805.04,1624.536,230.504,0
9,0,36,1,4493,70,15,48,1,1,32,333.465,300.1185,83.3465,0
2,0,36,1,2688,62,16,46,1,1,35,239.25,215.325,73.925,0
10,0,36,2,4070,86,46,41,1,1,42,350.24,315.216,85.024,0
3,0,36,1,2655,43,299,31,1,1,35,1303.92,1173.528,180.392,0
12,0,35,3,9410,125,158,56,1,1,43,1013.4,912.06,151.34,0
6,0,36,1,14068,173,14,57,1,1,39,625.64,563.076,112.564,0
