complains,subs_len,charge_amount,seconds_of_use,freq_of_use,freq_of_sms,distinct_call_nums,tariff_plan,status,age,customer_value,Churn
0,32,0,2710,19.0,466.0,2.0,1,1,41,1973.16,0
0,31,0,15100,174.0,133.0,24.0,1,1,33,1285.83,0
0,31,0,6115,78.0,169.0,20.0,1,1,37,923.72,0
0,31,0,490,6.0,0.0,5.0,1,2,32,22.32,0
0,32,0,325,6.0,0.0,2.0,1,2,35,14.895,0
0,31,0,0,0.0,0.0,0.0,1,2,43,0.0,1
0,31,0,7123,119.0,367.0,37.0,1,1,35,1977.39,0
0,31,0,11080,146.0,0.0,41.0,1,1,44,449.04,0
0,31,0,6333,67.0,91.0,31.0,1,1,40,697.5,0
0,27,0,570,39.0,0.0,11.0,1,2,35,27.405,1
0,30,6,10050,85.0,0.0,36.0,1,1,42,253.375,0
0,30,0,5433,90.0,9.0,18.0,1,1,32,289.035,1
0,28,0,2455,14.0,0.0,8.0,1,1,33,98.76,0
1,29,0,2605,33.0,0.0,10.0,1,2,36,118.71,1
0,30,0,1883,36.0,17.0,25.0,1,2,36,144.76,1
0,30,0,0,0.0,0.0,0.0,1,2,34,0.0,1
0,30,0,1283,17.0,0.0,5.0,1,1,39,52.0,0
0,27,0,6400,89.0,0.0,16.0,1,1,33,162.225,0
1,30,0,0,0.0,0.0,0.0,1,2,42,0.0,1
0,30,0,0,0.0,0.0,0.0,1,1,38,0.0,0
0,25,1,15690,230.0,0.0,74.0,1,1,37,716.4,0
0,28,1,6580,108.0,254.0,27.0,2,1,36,1443.96,0
0,30,0,3333,74.0,0.0,22.0,1,1,36,153.315,0
0,29,0,1280,36.0,21.0,14.0,1,2,33,136.64,0
0,30,0,2395,45.0,158.0,17.0,1,1,39,820.8,0
0,21,0,930,28.0,176.0,5.0,2,1,43,835.11,0
0,20,0,1183,31.0,13.0,62.0,1,1,35,62.85,0
0,21,0,315,17.0,0.0,1.0,1,2,31,14.94,0
0,20,0,0,0.0,4.0,0.0,1,2,34,10.0,0
0,19,0,840,24.0,2.0,7.0,1,1,41,47.88,0
0,19,0,2840,53.0,0.0,17.0,1,1,31,115.72,0
0,12,0,1310,18.0,11.0,8.0,1,1,40,109.26,0
0,11,0,6008,133.0,68.0,36.0,2,1,37,711.755,0
0,9,0,8548,163.0,56.0,34.0,1,1,39,357.775,0
0,10,1,2468,37.0,14.0,13.0,1,1,30,156.2,0
0,3,0,4005,32.0,198.0,4.0,1,1,43,953.48,0
0,3,0,1103,11.0,0.0,1.0,1,1,44,50.13,1
0,42,0,4325,75.0,13.0,21.0,1,1,33,228.0,0
0,43,0,273,9.0,15.0,8.0,1,2,36,80.19,0
0,41,0,2408,64.0,367.0,28.0,1,1,30,1566.88,0
0,42,0,4153,70.0,9.0,39.0,1,1,31,281.765,0
0,42,0,2348,62.0,10.0,37.0,1,1,44,187.55,0
0,42,1,3730,86.0,40.0,32.0,1,1,34,312.64,0
0,42,0,2315,43.0,293.0,22.0,1,1,42,1266.32,0
0,41,2,9070,125.0,152.0,47.0,1,1,34,975.8,0
0,42,0,13728,173.0,8.0,48.0,1,1,38,588.04,0
0,42,1,4470,87.0,10.0,29.0,1,1,37,222.28,0
0,42,0,5873,99.0,15.0,16.0,1,1,38,298.88,0
1,42,0,2193,58.0,16.0,21.0,1,2,36,154.04,0
0,42,3,15095,229.0,62.0,36.0,1,1,32,860.96,0
0,42,1,3050,31.0,491.0,12.0,1,1,40,2087.24,0
0,41,0,15440,186.0,158.0,34.0,1,1,36,1414.17,0
0,41,1,6455,90.0,194.0,30.0,1,1,31,1037.8,0
0,41,0,830,18.0,8.0,15.0,1,2,44,74.16,0
0,42,0,665,18.0,21.0,12.0,1,2,31,111.32,0
0,41,0,0,0.0,8.0,0.0,1,2,34,36.0,1
0,41,0,7463,131.0,392.0,47.0,1,1,32,2105.73,0
0,41,1,11420,158.0,19.0,51.0,1,1,38,336.95,0
0,41,1,6673,79.0,116.0,41.0,1,1,32,825.84,0
1,37,0,910,51.0,24.0,21.0,1,2,32,151.245,1
1,40,8,10390,97.0,9.0,46.0,2,1,42,170.805,0
0,40,1,5773,102.0,34.0,28.0,1,1,30,417.375,0
0,38,0,2795,26.0,8.0,18.0,1,1,33,144.84,0
1,39,0,2945,45.0,17.0,20.0,1,2,32,187.6,1
0,40,0,2223,48.0,42.0,35.0,1,2,38,258.84,1
0,40,0,88,6.0,8.0,6.0,1,2,41,35.76,1
0,40,0,1623,29.0,8.0,10.0,1,1,38,98.08,0
0,37,1,6740,101.0,22.0,26.0,1,1,42,135.615,0
1,40,0,583,11.0,17.0,8.0,1,2,35,57.35,1
0,40,1,293,8.0,12.0,6.0,1,1,33,22.515,0
0,35,3,16030,242.0,8.0,84.0,1,1,32,768.24,0
0,38,3,6920,120.0,279.0,37.0,2,1,35,1572.3,0
0,40,0,3673,86.0,10.0,32.0,1,1,32,214.155,0
0,39,0,1620,48.0,46.0,24.0,1,2,40,250.72,0
0,40,0,2735,57.0,183.0,27.0,1,1,40,949.14,0
0,31,1,1270,40.0,201.0,15.0,2,1,34,963.45,0
0,30,0,1523,43.0,38.0,72.0,1,1,42,134.15,0
0,31,0,655,29.0,18.0,11.0,1,2,33,111.78,0
0,30,0,780,14.0,29.0,7.0,1,2,44,92.35,0
0,29,0,1180,36.0,27.0,17.0,1,1,39,176.22,0
0,29,0,3180,65.0,16.0,27.0,1,1,40,193.8,0
0,22,0,1650,30.0,36.0,18.0,1,1,34,237.6,0
0,21,1,6348,145.0,93.0,46.0,2,1,39,710.685,0
0,19,0,8888,175.0,81.0,44.0,1,1,39,429.075,0
0,20,3,2808,49.0,39.0,23.0,1,1,36,270.28,0
0,13,1,4345,44.0,223.0,14.0,1,1,44,1067.56,0
0,13,1,1443,23.0,8.0,11.0,1,1,36,90.64,1
0,30,0,3805,55.0,0.0,9.0,1,1,44,173.7,0
0,31,0,0,0.0,0.0,0.0,1,2,34,0.0,0
0,29,0,1888,44.0,337.0,16.0,1,1,39,1603.44,0
0,30,0,3633,50.0,0.0,27.0,1,1,37,202.565,0
0,30,0,1828,42.0,0.0,25.0,1,1,35,102.85,0
0,30,0,3210,66.0,10.0,20.0,1,1,35,192.42,0
0,30,0,1795,23.0,263.0,10.0,1,1,35,1124.72,0
0,29,0,8550,105.0,122.0,35.0,1,1,37,834.2,0
0,30,0,13208,153.0,0.0,36.0,1,1,30,534.44,0
0,30,0,3950,67.0,0.0,17.0,1,1,30,160.68,0
0,30,0,5353,79.0,0.0,4.0,1,1,39,244.44,0
0,30,0,1673,38.0,0.0,9.0,1,2,39,68.44,0
0,30,1,14575,209.0,32.0,24.0,1,1,41,809.28,0
0,30,0,2530,11.0,461.0,7.0,1,1,38,1945.64,0
0,29,0,14920,166.0,128.0,22.0,1,1,40,1254.87,0
0,29,0,5935,70.0,164.0,18.0,1,1,38,896.2,0
0,29,0,0,0.0,0.0,0.0,1,2,36,0.0,0
0,30,0,0,0.0,0.0,0.0,1,2,41,0.0,0
0,29,0,0,69.49568827850527,0.0,0.0,1,2,33,0.0,1
0,29,0,6943,111.0,362.0,35.0,1,1,33,1946.43,0
0,29,0,10900,138.0,0.0,39.0,1,1,41,441.52,0
0,29,0,6153,59.0,86.0,29.0,1,1,35,666.54,0
1,25,0,390,31.0,0.0,9.0,1,2,33,18.945,1
0,28,6,9870,77.0,0.0,34.0,2,1,33,248.675,0
0,28,0,5253,82.0,4.0,16.0,1,1,35,258.075,1
0,26,0,2275,6.0,0.0,6.0,1,1,37,91.24,0
1,27,0,2425,25.0,0.0,8.0,1,2,42,110.25,1
1,28,0,1703,28.0,12.0,23.0,1,2,41,117.24,1
0,28,0,0,0.0,0.0,0.0,1,2,42,0.0,1
0,28,0,0,0.0,0.0,0.0,1,1,42,0.0,0
0,25,0,6220,81.0,0.0,14.0,1,1,30,157.525,0
0,28,0,0,0.0,0.0,0.0,1,2,41,0.0,1
1,28,0,0,0.0,0.0,0.0,1,1,40,0.0,1
0,23,1,15510,222.0,0.0,72.0,1,1,38,707.94,0
0,26,1,6400,100.0,249.0,25.0,2,1,32,1413.0,0
0,28,0,3153,66.0,0.0,20.0,1,1,42,144.855,0
0,27,0,1100,28.0,16.0,12.0,1,2,44,109.12,0
0,28,0,2215,37.0,153.0,15.0,1,1,41,789.84,0
0,19,0,750,20.0,171.0,3.0,2,1,40,804.15,0
0,18,0,1003,23.0,8.0,60.0,1,1,40,45.65,0
0,19,0,0,0.0,0.0,0.0,1,2,38,0.0,0
0,18,0,0,0.0,0.0,0.0,1,2,30,0.0,0
0,17,0,660,16.0,0.0,5.0,1,1,42,30.42,0
0,17,0,2660,45.0,0.0,15.0,1,1,38,108.2,0
0,10,0,1130,10.0,6.0,6.0,1,1,43,78.3,0
0,9,0,5828,125.0,63.0,34.0,2,1,36,673.915,0
0,7,0,8368,155.0,51.0,32.0,1,1,39,340.575,0
0,8,1,2288,29.0,9.0,11.0,1,1,37,128.68,0
0,3,0,3825,24.0,193.0,2.0,1,1,34,1041.705,0
0,3,0,0,0.0,0.0,0.0,1,1,35,0.0,1
0,39,0,4245,73.0,9.0,20.0,1,1,36,234.81,0
0,40,0,193,7.0,11.0,7.0,1,2,33,58.5,0
0,38,0,2328,62.0,363.0,27.0,1,1,44,1741.05,0
0,39,0,4073,68.0,5.0,38.0,1,1,32,255.255,0
0,39,0,2268,60.0,6.0,36.0,1,1,39,161.04,0
0,39,0,3650,84.0,36.0,31.0,1,1,40,330.03,0
0,39,0,2235,41.0,289.0,21.0,1,1,30,1247.04,0
0,38,1,8990,123.0,148.0,46.0,1,1,41,956.52,0
0,39,0,13648,171.0,4.0,47.0,1,1,35,568.76,0
0,39,0,4390,85.0,6.0,28.0,1,1,34,203.0,0
0,39,0,5793,97.0,11.0,15.0,1,1,34,314.55,0
0,39,0,2113,56.0,12.0,20.0,1,2,42,134.76,0
0,39,2,15015,227.0,58.0,35.0,1,1,42,841.68,0
0,39,0,2970,29.0,487.0,11.0,1,1,36,2067.96,0
0,38,0,15360,184.0,154.0,33.0,1,1,39,1392.48,0
0,38,0,6375,88.0,190.0,29.0,1,1,39,1018.52,0
0,38,0,750,16.0,4.0,14.0,1,2,33,52.47,0
0,39,0,585,16.0,17.0,11.0,1,2,44,103.545,0
0,38,0,0,0.0,4.0,0.0,1,2,41,18.0,1
0,38,0,7383,129.0,388.0,46.0,1,1,43,2084.04,0
0,38,0,11340,156.0,15.0,50.0,1,1,37,519.84,0
0,38,0,6593,77.0,112.0,40.0,1,1,33,804.15,0
1,34,0,830,49.0,20.0,20.0,1,2,34,129.555,1
0,37,7,10310,95.0,5.0,45.0,2,1,41,272.625,0
0,37,0,5693,100.0,30.0,27.0,1,1,30,395.685,1
0,35,0,2715,24.0,4.0,17.0,1,1,37,125.56,0
1,36,0,2865,43.0,13.0,19.0,1,2,36,189.36,1
1,37,0,2143,46.0,38.0,34.0,1,2,39,239.56,1
0,37,0,8,4.0,4.0,5.0,1,2,43,16.48,1
0,37,0,1543,27.0,4.0,9.0,1,1,31,78.8,0
0,34,0,6660,99.0,18.0,25.0,1,1,31,213.975,0
1,37,0,503,9.0,13.0,7.0,1,2,36,45.3,1
0,37,0,213,6.0,8.0,5.0,1,1,38,15.285,0
0,32,2,15950,240.0,4.0,83.0,1,1,40,746.55,0
0,35,2,6840,118.0,275.0,36.0,2,1,32,1550.61,0
0,37,0,3593,84.0,6.0,31.0,1,1,38,192.465,0
0,36,0,1540,46.0,42.0,23.0,1,2,38,231.44,0
0,37,0,2655,55.0,179.0,26.0,1,1,39,927.45,0
0,28,0,1190,38.0,197.0,14.0,2,1,33,941.76,0
0,27,0,1443,41.0,34.0,71.0,1,1,41,122.1,0
0,28,0,575,27.0,14.0,10.0,1,2,35,90.09,0
0,27,0,700,12.0,25.0,6.0,1,2,35,80.3,0
0,26,0,1100,34.0,23.0,16.0,1,1,30,154.53,0
0,26,0,3100,63.0,12.0,26.0,1,1,42,174.52,0
0,19,0,1570,28.0,32.0,17.0,1,1,40,215.91,0
0,18,0,6268,143.0,89.0,45.0,2,1,41,842.105,0
0,16,0,8808,173.0,77.0,43.0,1,1,38,417.025,0
0,17,2,2728,47.0,35.0,22.0,1,1,31,251.0,0
0,10,0,4265,42.0,219.0,13.0,1,1,40,1048.28,0
1,10,0,1363,21.0,4.0,10.0,1,1,44,80.28,1
0,33,0,3885,57.0,0.0,10.0,1,1,31,177.39,0
0,34,0,0,0.0,0.0,0.0,1,2,38,0.0,0
0,32,0,1968,46.0,341.0,17.0,1,1,40,1625.13,0
0,33,0,3713,52.0,0.0,28.0,1,1,44,207.075,0
0,33,0,1908,44.0,0.0,26.0,1,1,32,107.36,0
0,33,0,3290,68.0,14.0,21.0,1,1,39,214.11,0
0,33,0,1875,25.0,267.0,11.0,1,1,30,1144.0,0
0,32,1,8630,107.0,126.0,36.0,1,1,42,853.48,0
0,33,0,13288,155.0,0.0,37.0,1,1,34,537.72,0
0,33,0,4030,69.0,0.0,18.0,1,1,31,163.96,0
0,33,0,5433,81.0,0.0,5.0,1,1,31,248.13,0
0,33,0,1753,40.0,0.0,10.0,1,2,44,71.72,0
0,33,2,14655,211.0,36.0,25.0,1,1,30,738.64,0
0,33,0,2610,13.0,465.0,1.0,1,1,36,1964.92,0
0,32,0,15000,168.0,132.0,23.0,1,1,42,1276.56,0
0,32,0,6015,72.0,168.0,19.0,1,1,39,915.48,0
0,32,0,0,0.0,0.0,0.0,1,2,30,0.0,0
0,33,0,0,69.49568827850527,0.0,0.0,1,2,40,0.0,0
0,32,0,0,0.0,0.0,0.0,1,2,44,0.0,1
0,32,0,7023,113.0,366.0,36.0,1,1,40,1968.12,0
0,32,0,10980,140.0,0.0,40.0,1,1,32,444.8,0
0,32,0,6233,61.0,90.0,30.0,1,1,44,688.23,0
0,28,0,470,33.0,0.0,10.0,1,2,36,22.635,1
0,31,7,9950,79.0,0.0,35.0,1,1,44,250.725,0
1,31,0,5333,84.0,8.0,17.0,1,1,33,279.765,1
0,29,0,2355,8.0,0.0,7.0,1,1,32,94.52,0
1,30,0,2505,27.0,0.0,9.0,1,2,38,113.94,1
0,31,0,1783,30.0,16.0,24.0,1,2,31,136.52,1
0,31,0,0,0.0,0.0,0.0,1,2,39,0.0,1
0,31,0,0,0.0,0.0,0.0,1,1,31,0.0,0
0,28,0,6300,83.0,0.0,15.0,1,1,44,159.575,0
0,31,0,0,0.0,0.0,0.0,1,2,35,0.0,1
0,31,0,0,0.0,0.0,0.0,1,1,38,0.0,0
0,26,2,15590,224.0,0.0,73.0,1,1,44,711.63,0
0,29,2,6480,102.0,253.0,26.0,2,1,37,1434.69,0
0,31,0,3233,68.0,0.0,21.0,1,1,37,148.545,0
0,30,0,1180,30.0,20.0,13.0,1,2,33,128.4,0
0,31,0,2295,39.0,157.0,16.0,1,1,33,811.53,0
0,22,0,830,22.0,175.0,4.0,2,1,35,825.84,0
0,21,0,1083,25.0,12.0,61.0,1,1,32,57.7,0
0,22,0,215,11.0,0.0,3.0,1,2,42,10.17,0
0,21,0,0,0.0,3.0,0.0,1,2,37,7.5,0
0,20,0,740,18.0,1.0,6.0,1,1,44,38.61,0
0,20,0,2740,47.0,0.0,16.0,1,1,34,111.48,0
0,13,0,1210,12.0,10.0,7.0,1,1,43,99.99,0
0,12,0,5908,127.0,67.0,35.0,2,1,35,700.425,0
0,10,0,8448,157.0,55.0,33.0,1,1,36,352.625,0
0,11,2,2368,31.0,13.0,12.0,1,1,35,147.96,0
0,4,0,3905,26.0,197.0,3.0,1,1,34,945.24,0
0,4,0,1003,5.0,0.0,4.0,1,1,42,45.36,1
0,36,1,4665,75.0,19.0,30.0,1,1,36,298.8,0
0,37,0,613,9.0,21.0,17.0,1,2,30,122.49,0
0,35,1,2748,64.0,373.0,37.0,1,1,40,1805.04,0
0,36,1,4493,70.0,15.0,48.0,1,1,32,333.465,0
0,36,1,2688,62.0,16.0,46.0,1,1,35,239.25,0
0,36,2,4070,86.0,46.0,41.0,1,1,42,350.24,0
0,36,1,2655,43.0,299.0,31.0,1,1,35,1303.92,0
0,35,3,9410,125.0,158.0,56.0,1,1,43,1013.4,0
0,36,1,14068,173.0,14.0,57.0,1,1,39,625.64,0
0,36,2,4810,87.0,16.0,38.0,1,1,44,259.88,0
0,36,1,6213,99.0,21.0,25.0,1,1,42,378.54,0
0,36,0,2533,58.0,22.0,30.0,1,2,34,191.64,0
0,36,4,15435,229.0,68.0,45.0,2,1,42,898.56,0
0,36,2,3390,31.0,497.0,21.0,1,1,43,2124.84,0
0,35,1,15780,186.0,164.0,43.0,1,1,37,1456.47,0
0,35,2,6795,90.0,200.0,39.0,1,1,42,1075.4,0
0,35,0,1170,18.0,14.0,24.0,1,2,36,116.46,0
0,36,0,1005,18.0,27.0,21.0,1,2,43,167.535,0
1,35,0,295,4.0,14.0,13.0,1,2,33,76.455,1
0,35,1,7803,131.0,398.0,56.0,1,1,39,2148.03,0
0,35,2,11760,158.0,25.0,60.0,1,1,37,576.72,0
0,35,2,7013,79.0,122.0,50.0,1,1,40,868.14,0
0,31,0,1250,51.0,30.0,30.0,1,2,44,193.545,1
0,34,9,10730,97.0,15.0,55.0,1,1,32,308.175,0
0,34,2,6113,102.0,40.0,37.0,1,1,42,459.675,0
0,32,1,3135,26.0,14.0,27.0,1,1,36,182.44,0
0,33,0,3285,45.0,23.0,29.0,1,2,31,253.35,1
1,34,0,2563,48.0,48.0,44.0,1,2,31,296.44,1
0,34,0,428,6.0,14.0,15.0,1,2,42,73.36,1
0,34,1,1963,29.0,14.0,19.0,1,1,44,135.68,0
0,31,2,7080,101.0,28.0,35.0,1,1,33,249.525,0
0,34,0,923,11.0,23.0,17.0,1,2,35,80.85,1
0,34,2,633,8.0,18.0,15.0,1,1,35,36.615,0
0,29,4,16370,242.0,14.0,93.0,1,1,42,810.54,0
0,32,4,7260,120.0,285.0,46.0,2,1,34,1614.6,0
0,34,1,4013,86.0,16.0,41.0,1,1,33,256.455,0
1,33,0,1960,48.0,52.0,33.0,1,2,44,288.32,1
0,34,1,3075,57.0,189.0,36.0,1,1,33,991.44,0
0,25,2,1610,40.0,207.0,24.0,2,1,31,1005.75,0
0,24,1,1863,43.0,44.0,81.0,1,1,42,157.65,0
0,25,0,995,29.0,24.0,20.0,1,2,44,154.08,0
0,24,0,1120,14.0,35.0,16.0,1,2,36,115.85,0
0,23,1,1520,36.0,33.0,26.0,1,1,42,218.52,0
0,23,1,3520,65.0,22.0,36.0,1,1,36,231.4,0
0,16,1,1990,30.0,42.0,27.0,1,1,31,279.9,0
0,15,2,6688,145.0,99.0,55.0,2,1,39,920.315,0
0,13,1,9228,175.0,87.0,53.0,1,1,30,452.575,0
0,14,4,3148,49.0,45.0,32.0,1,1,33,307.88,0
0,7,2,4685,44.0,229.0,23.0,1,1,32,1105.16,0
1,7,2,1783,23.0,14.0,20.0,1,1,44,128.24,1
0,36,0,3465,55.0,0.0,10.0,1,1,31,158.4,0
0,37,0,0,0.0,0.0,0.0,1,2,42,0.0,0
0,35,0,1548,44.0,331.0,7.0,1,1,31,1561.14,0
0,36,0,3293,50.0,0.0,18.0,1,1,33,183.865,0
0,36,0,1488,42.0,0.0,16.0,1,1,41,84.15,0
0,36,0,2870,66.0,4.0,11.0,1,1,34,150.12,0
0,36,0,1455,23.0,257.0,1.0,1,1,39,1087.12,0
0,35,0,8210,105.0,116.0,26.0,1,1,35,796.6,0
0,36,0,12868,153.0,0.0,27.0,1,1,39,520.84,0
0,36,0,3610,67.0,0.0,8.0,1,1,39,147.08,0
0,36,0,5013,79.0,0.0,13.0,1,1,37,229.14,0
0,36,0,1333,38.0,0.0,4.0,1,2,35,54.84,0
0,36,0,14235,209.0,26.0,15.0,1,1,40,681.76,0
0,36,0,2190,11.0,455.0,5.0,1,1,36,1908.04,0
0,35,0,14580,166.0,122.0,13.0,1,1,40,1212.57,0
0,35,0,5595,70.0,158.0,9.0,1,1,39,858.6,0
0,35,0,0,0.0,0.0,0.0,1,2,30,0.0,0
0,36,0,0,0.0,0.0,0.0,1,2,42,0.0,0
0,35,0,0,69.49568827850527,0.0,0.0,1,2,34,0.0,1
0,35,0,6603,111.0,356.0,26.0,1,1,36,1904.13,0
0,35,0,10560,138.0,0.0,30.0,1,1,42,427.92,0
0,35,0,5813,59.0,80.0,20.0,1,1,33,624.24,0
0,31,0,50,2.0,0.0,1.0,1,2,43,2.34,1
0,34,5,9530,77.0,0.0,25.0,1,1,38,240.175,0
0,34,0,4913,82.0,0.0,7.0,1,1,40,224.775,1
0,32,0,1935,6.0,0.0,2.0,1,1,40,77.64,0
0,33,0,2085,25.0,0.0,9.0,1,2,42,94.95,1
1,34,0,1363,28.0,6.0,14.0,1,2,38,79.64,1
0,34,0,0,0.0,0.0,0.0,1,2,33,0.0,1
0,34,0,0,0.0,0.0,0.0,1,1,31,0.0,0
0,31,0,5880,81.0,0.0,5.0,1,1,40,149.025,0
1,34,0,0,0.0,0.0,0.0,1,2,30,0.0,1
0,34,0,0,0.0,0.0,0.0,1,1,38,0.0,0
0,29,0,15170,222.0,0.0,63.0,1,1,39,692.64,0
0,32,0,6060,100.0,243.0,16.0,2,1,33,1370.7,0
0,34,0,2813,66.0,0.0,11.0,1,1,43,129.555,0
0,33,0,760,28.0,10.0,3.0,1,2,37,71.52,0
0,34,0,1875,37.0,147.0,6.0,1,1,32,747.54,0
0,25,0,1903,20.0,165.0,8.0,2,1,43,829.035,0
0,24,0,663,23.0,2.0,51.0,1,1,41,22.15,0
0,25,0,0,0.0,0.0,0.0,1,2,32,0.0,0
0,24,0,0,0.0,0.0,0.0,1,2,40,0.0,0
0,23,0,0,0.0,0.0,0.0,1,1,43,0.0,0
0,23,0,2320,45.0,0.0,6.0,1,1,30,94.6,0
0,16,0,0,0.0,0.0,0.0,1,1,41,0.0,0
0,15,0,5488,125.0,57.0,25.0,2,1,44,622.215,0
0,13,0,8028,155.0,45.0,23.0,1,1,34,317.075,0
0,14,0,1948,29.0,3.0,2.0,1,1,39,91.08,0
0,7,0,3485,24.0,187.0,21.0,1,1,42,888.36,0
0,7,0,0,0.0,0.0,0.0,1,1,41,0.0,1
0,37,0,4180,71.0,30.0,19.0,1,1,33,290.04,0
0,38,0,128,5.0,32.0,6.0,1,2,32,133.32,0
0,36,0,2263,60.0,384.0,26.0,1,1,30,1628.92,0
0,37,0,4008,66.0,26.0,37.0,1,1,33,367.07,0
0,37,0,2203,58.0,27.0,35.0,1,1,38,223.245,0
0,37,1,3585,82.0,57.0,30.0,1,1,38,374.68,0
0,37,0,2170,39.0,310.0,20.0,1,1,36,1328.36,0
0,36,2,8925,121.0,169.0,45.0,1,1,38,1037.84,0
0,37,0,13583,169.0,25.0,46.0,1,1,31,650.08,0
0,37,1,4325,83.0,27.0,27.0,1,1,35,284.32,0
0,37,0,5728,95.0,32.0,14.0,1,1,41,360.92,0
0,37,0,2048,54.0,33.0,19.0,1,2,41,216.08,0
0,37,3,14950,225.0,79.0,34.0,1,1,42,923.0,0
0,37,1,2905,27.0,508.0,10.0,1,1,37,2149.28,0
0,36,0,15295,182.0,175.0,32.0,1,1,40,1483.965,0
0,36,1,6310,86.0,211.0,28.0,1,1,39,1099.84,0
0,36,0,685,14.0,25.0,13.0,1,2,42,143.955,0
0,37,0,520,14.0,38.0,10.0,1,2,33,173.36,0
0,36,0,0,0.0,25.0,0.0,1,2,33,112.5,1
0,36,0,7318,127.0,409.0,45.0,1,1,42,1933.8,0
0,36,1,11275,154.0,36.0,49.0,1,1,40,375.725,0
0,36,1,6528,75.0,133.0,39.0,1,1,31,895.635,0
0,32,0,765,47.0,41.0,19.0,1,2,44,196.48,1
0,35,8,10245,93.0,26.0,44.0,2,1,33,194.07,0
1,35,1,5628,98.0,51.0,26.0,1,1,39,487.17,1
0,33,0,2650,22.0,25.0,16.0,1,1,32,206.88,0
1,34,0,2800,41.0,34.0,18.0,1,2,32,249.64,1
0,35,0,2078,44.0,59.0,33.0,1,2,44,320.88,1
0,35,0,0,0.0,25.0,0.0,1,2,34,100.0,1
0,35,0,1478,25.0,25.0,8.0,1,1,42,100.075,0
0,32,1,6595,97.0,39.0,24.0,1,1,38,158.88,0
0,35,0,438,7.0,34.0,6.0,1,2,34,96.125,1
0,35,1,148,4.0,29.0,4.0,1,1,41,45.78,0
0,30,3,15885,238.0,25.0,82.0,1,1,39,838.035,0
0,33,3,6775,116.0,296.0,35.0,2,1,30,1642.095,0
0,35,0,3528,82.0,27.0,30.0,1,1,35,252.4,0
0,34,0,1475,44.0,63.0,22.0,1,2,35,312.76,0
0,35,0,2590,53.0,200.0,25.0,1,1,36,1018.935,0
0,26,1,1125,36.0,218.0,13.0,2,1,31,1033.245,0
0,25,0,1378,39.0,55.0,70.0,1,1,36,172.925,0
0,26,0,510,25.0,35.0,9.0,1,2,34,161.4,0
0,25,0,635,10.0,46.0,5.0,1,2,37,131.125,0
0,24,0,1035,32.0,44.0,15.0,1,1,38,246.015,0
0,24,0,3035,61.0,33.0,25.0,1,1,41,255.84,0
0,17,0,1505,26.0,53.0,16.0,1,1,31,307.395,0
0,16,1,6203,141.0,110.0,44.0,2,1,42,780.48,0
0,14,0,8743,171.0,98.0,42.0,1,1,38,280.71,0
0,15,3,2663,45.0,56.0,21.0,1,1,30,332.32,0
0,8,1,4200,40.0,240.0,12.0,1,1,41,1129.6,0
1,8,1,1298,19.0,25.0,9.0,1,1,33,152.68,1
0,35,0,3950,59.0,0.0,11.0,1,1,36,180.405,0
0,36,0,0,0.0,0.0,0.0,1,2,41,0.0,0
0,34,0,2033,48.0,320.0,18.0,1,1,30,1533.645,0
0,35,0,3778,54.0,0.0,29.0,1,1,37,210.76,0
0,35,0,1973,46.0,0.0,27.0,1,1,38,111.045,0
0,35,0,3355,70.0,0.0,22.0,1,1,32,154.125,0
0,35,0,1940,27.0,246.0,12.0,1,1,39,1062.68,0
0,34,0,8695,109.0,105.0,37.0,1,1,33,772.16,0
0,35,0,13353,157.0,0.0,38.0,1,1,32,540.4,0
0,35,0,4095,71.0,0.0,19.0,1,1,35,166.64,0
0,35,0,5498,83.0,0.0,6.0,1,1,33,251.145,0
0,35,0,1818,42.0,0.0,11.0,1,2,31,74.4,0
0,35,1,14720,213.0,15.0,26.0,1,1,44,739.485,0
0,35,0,2675,15.0,444.0,2.0,1,1,37,1883.6,0
0,34,0,15065,170.0,111.0,24.0,1,1,32,1185.075,0
0,34,0,6080,74.0,147.0,20.0,1,1,39,834.16,0
0,34,0,455,2.0,0.0,5.0,1,2,30,20.565,0
0,35,0,290,2.0,0.0,2.0,1,2,41,13.14,0
0,34,0,0,69.49568827850527,0.0,0.0,1,2,37,0.0,1
0,34,0,7088,115.0,345.0,37.0,1,1,34,1876.635,0
0,34,0,11045,142.0,0.0,41.0,1,1,41,447.48,0
0,34,0,6298,63.0,69.0,31.0,1,1,44,596.745,0
0,30,0,535,35.0,0.0,11.0,1,2,43,25.65,1
0,33,6,10015,81.0,0.0,36.0,1,1,44,252.4,0
0,33,0,5398,86.0,0.0,18.0,1,1,43,246.78,1
0,31,0,2420,10.0,0.0,8.0,1,1,36,97.2,0
1,32,0,2570,29.0,0.0,10.0,1,2,36,116.955,1
0,33,0,1848,32.0,0.0,25.0,1,2,35,75.2,1
0,33,0,0,0.0,0.0,0.0,1,2,32,0.0,1
0,33,0,1248,13.0,0.0,3.0,1,1,30,50.44,0
0,30,0,6365,85.0,0.0,16.0,1,1,34,161.25,0
0,33,0,0,0.0,0.0,0.0,1,2,44,0.0,1
0,33,0,0,0.0,0.0,0.0,1,1,32,0.0,0
0,28,1,15655,226.0,0.0,74.0,1,1,38,714.645,0
0,31,1,6545,104.0,232.0,27.0,2,1,36,1343.205,0
